time_s,volts
0.005624,0.551741081
0.0056242,0.452193159
0.0056244,0.345522273
0.0056246,0.233411201
0.0056248,0.117628379
0.005625,3.92697731e-13
0.0056252,-0.117618786
0.0056254,-0.233373133
0.0056256,-0.345437747
0.0056258,-0.45204567
0.005626,-0.551516142
0.0056262,-0.642281097
0.0056264,-0.722909884
0.0056266,-0.792131815
0.0056268,-0.848856193
0.005627,-0.892189497
0.0056272,-0.921449457
0.0056274,-0.936175795
0.0056276,-0.936137466
0.0056278,-0.921336284
0.005628,-0.892006872
0.0056282,-0.848612946
0.0056284,-0.79183998
0.0056286,-0.722584381
0.0056288,-0.641939331
0.005629,-0.551177538
0.0056292,-0.451731144
0.0056294,-0.345169131
0.0056296,-0.233172566
0.0056298,-0.117508079
0.00563,-5.08987532e-13
0.0056302,0.117498418
0.0056304,0.233134228
0.0056306,0.345084006
0.0056308,0.451582609
0.005631,0.550951005
0.0056312,0.641622741
0.0056314,0.722168641
0.0056316,0.791319333
0.0056318,0.847985248
0.005632,0.891273797
0.0056322,0.920503421
0.0056324,0.93521433
0.0056326,0.93517573
0.0056328,0.920389449
0.005633,0.891089884
0.0056332,0.847740286
0.0056334,0.79102544
0.0056336,0.721840842
0.0056338,0.641278564
0.005634,0.550610012
0.0056342,0.451265865
0.0056344,0.344813496
0.0056346,0.232932246
0.0056348,0.11738693
0.005635,1.99135726e-13
0.0056352,-0.117377201
0.0056354,-0.232893638
0.0056356,-0.344727773
0.0056358,-0.451116288
0.005636,-0.550381889
0.0056362,-0.640959752
0.0056364,-0.721422185
0.0056366,-0.790501138
0.0056368,-0.847108183
0.005637,-0.890351663
0.0056372,-0.919550741
0.0056374,-0.934246115
0.0056376,-0.934207246
0.0056378,-0.919435974
0.005638,-0.890166466
0.0056382,-0.84686151
0.0056384,-0.790205193
0.0056386,-0.721092097
0.0056388,-0.640613171
0.005639,-0.550038515
0.0056392,-0.450797331
0.0056394,-0.344455374
0.0056396,-0.232690246
0.0056398,-0.117264935
0.00564,-3.15378723e-13
0.0056402,0.117255139
0.0056404,0.232651371
0.0056406,0.344369055
0.0056408,0.450646715
0.005641,0.549808807
0.0056412,0.640292144
0.0056414,0.720670531
0.0056416,0.789677249
0.0056418,0.846225015
0.005642,0.889423116
0.0056422,0.918591437
0.0056424,0.933271172
0.0056426,0.933232034
0.0056428,0.918475877
0.005643,0.889236638
0.0056432,0.845976636
0.0056434,0.789379257
0.0056436,0.72033816
0.0056438,0.639943167
0.005644,0.549463059
0.0056442,0.450325553
0.0056444,0.344094773
0.0056446,0.232446572
0.0056448,0.117142096
0.005645,4.3137624e-13
0.0056452,-0.117132232
0.0056454,-0.232407429
0.0056456,-0.344007861
0.0056458,-0.4501739
0.005646,-0.549231771
0.0056462,-0.639619931
0.0056464,-0.719913694
0.0056466,-0.788847681
0.0056468,-0.845335762
0.005647,-0.888488174
0.0056472,-0.91762553
0.0056474,-0.93228952
0.0056476,-0.932250114
0.0056478,-0.917509179
0.005648,-0.88830042
0.0056482,-0.845085684
0.0056484,-0.788547649
0.0056486,-0.719579048
0.0056488,-0.639268566
0.005649,-0.548883656
0.0056492,-0.44985054
0.0056494,-0.3437317
0.0056496,-0.232201228
0.0056498,-0.117018415
0.00565,-5.47125777e-13
0.0056502,0.117008484
0.0056504,0.232161819
0.0056506,0.343644196
0.0056508,0.449697855
0.005651,0.548650792
0.0056512,0.638943128
0.0056514,0.719151691
0.0056516,0.788012451
0.0056518,0.844440444
0.005652,0.887546857
0.0056522,0.91665304
0.0056524,0.931301179
0.0056526,0.931261507
0.0056528,0.916535899
0.005653,0.887357831
0.0056532,0.84418867
0.0056534,0.787710387
0.0056536,0.718814776
0.0056538,0.63858938
0.005654,0.548300318
0.0056542,0.449372302
0.0056544,0.343366164
0.0056546,0.231954221
0.0056548,0.116893896
0.005655,2.38516125e-13
0.0056552,-0.116883898
0.0056554,-0.231914545
0.0056556,-0.34327807
0.0056558,-0.449218587
0.005656,-0.548065883
0.0056562,-0.638261748
0.0056564,-0.718384536
0.0056566,-0.787171579
0.0056568,-0.843539078
0.005657,-0.886599185
0.0056572,-0.915673986
0.0056574,-0.930306171
0.0056576,-0.930266233
0.0056578,-0.915556059
0.005658,-0.88640889
0.0056582,-0.843285614
0.0056584,-0.786867486
0.0056586,-0.718045361
0.0056588,-0.637905626
0.005659,-0.547713056
0.0056592,-0.44889085
0.0056594,-0.342998171
0.0056596,-0.231705554
0.0056598,-0.116768541
0.00566,-3.54217183e-13
0.0056602,0.116758477
0.0056604,0.231665613
0.0056606,0.342909489
0.0056608,0.448736108
0.005661,0.547477056
0.0056612,0.637575805
0.0056614,0.717612247
0.0056616,0.78632508
0.0056618,0.842631684
0.005662,0.885645177
0.0056622,0.914688389
0.0056624,0.929304517
0.0056626,0.929264313
0.0056628,0.914569679
0.005663,0.885453617
0.0056632,0.842376536
0.0056634,0.786018967
0.0056636,0.717270817
0.0056638,0.637217316
0.005664,0.547121884
0.0056642,0.448406192
0.0056644,0.34262773
0.0056646,0.231455232
0.0056648,0.116642352
0.005665,4.69665841e-13
0.0056652,-0.116632221
0.0056654,-0.231415028
0.0056656,-0.342538461
0.0056658,-0.448250427
0.005666,-0.546884323
0.0056662,-0.636885314
0.0056664,-0.716834839
0.0056666,-0.785472973
0.0056668,-0.84171828
0.005667,-0.884684854
0.0056672,-0.91369627
0.0056674,-0.928296236
0.0056676,-0.928255767
0.0056678,-0.913576778
0.005668,-0.884492033
0.0056682,-0.841461453
0.0056684,-0.785164845
0.0056686,-0.716491162
0.0056688,-0.636524466
0.005669,-0.546526814
0.0056692,-0.44791834
0.0056694,-0.342254848
0.0056696,-0.231203263
0.0056698,-0.116515333
0.00567,-5.84859629e-13
0.0056702,0.116505136
0.0056704,0.231162795
0.0056706,0.342164994
0.0056708,0.447761554
0.005671,0.546287697
0.0056712,0.636190289
0.0056714,0.716052329
0.0056716,0.784615275
0.0056718,0.840798886
0.005672,0.883718234
0.0056722,0.912697649
0.0056724,0.92728135
0.0056726,0.927240617
0.0056728,0.912577378
0.005673,0.883524157
0.0056732,0.840540384
0.0056734,0.784305139
0.0056736,0.715706412
0.0056738,0.635827089
0.005674,0.545927857
0.0056742,0.447427303
0.0056744,0.341879532
0.0056746,0.230949649
0.0056748,0.116387485
0.005675,2.77525268e-13
0.0056752,-0.116377222
0.0056754,-0.230908919
0.0056756,-0.341789096
0.0056758,-0.4472695
0.005676,-0.545687189
0.0056762,-0.635490745
0.0056764,-0.715264732
0.0056766,-0.783752004
0.0056768,-0.83987352
0.005677,-0.882745339
0.0056772,-0.911692547
0.0056774,-0.92625988
0.0056776,-0.926218885
0.0056778,-0.9115715
0.005678,-0.882550009
0.0056782,-0.83961335
0.0056784,-0.783439866
0.0056786,-0.714916582
0.0056788,-0.635125201
0.005679,-0.545325027
0.0056792,-0.446933091
0.0056794,-0.341501792
0.0056796,-0.230694398
0.0056798,-0.116258812
0.00568,-3.92668934e-13
0.0056802,0.116248483
0.0056804,0.230653406
0.0056806,0.341410774
0.0056808,0.446774275
0.005681,0.545082813
0.0056812,0.634786696
0.0056814,0.714472065
0.0056816,0.782883178
0.0056818,0.838942202
0.005682,0.881766188
0.0056822,0.910680985
0.0056824,0.925231847
0.0056826,0.92519059
0.0056828,0.910559164
0.005683,0.881569609
0.0056832,0.838680369
0.0056834,0.782569045
0.0056836,0.714121689
0.0056838,0.634418815
0.005684,0.544718335
0.0056842,0.446435716
0.0056844,0.341121633
0.0056846,0.230437513
0.0056848,0.116129316
0.005685,5.0755337e-13
0.0056852,-0.116118921
0.0056854,-0.23039626
0.0056856,-0.341030036
0.0056858,-0.446275889
0.005686,-0.54447458
0.0056862,-0.634078156
0.0056864,-0.713674344
0.0056866,-0.782008816
0.0056868,-0.838004951
0.005687,-0.880780802
0.0056872,-0.909662984
0.0056874,-0.924197273
0.0056876,-0.924155754
0.0056878,-0.909540392
0.005688,-0.880582979
0.0056882,-0.83774146
0.0056884,-0.781692693
0.0056886,-0.713321751
0.0056888,-0.633707946
0.005689,-0.544107795
0.0056892,-0.445935186
0.0056894,-0.340739065
0.0056896,-0.230179
0.0056898,-0.115999
0.00569,-6.22176139e-13
0.0056902,0.115988539
0.0056904,0.230137488
0.0056906,0.340646891
0.0056908,0.445774352
0.005691,0.543862505
0.0056912,0.633365141
0.0056914,0.712871587
0.0056916,0.781128934
0.0056918,0.837061787
0.005692,0.879789202
0.0056922,0.908638565
0.0056924,0.923156179
0.0056926,0.9231144
0.0056928,0.908515204
0.005693,0.879590137
0.0056932,0.836796644
0.0056934,0.780810829
0.0056936,0.712516782
0.0056938,0.632992609
0.005694,0.54349342
0.0056942,0.445431513
0.0056944,0.340354095
0.0056946,0.229918866
0.0056948,0.115867866
0.005695,3.16149809e-13
0.0056952,-0.11585734
0.0056954,-0.229877094
0.0056956,-0.340261346
0.0056958,-0.445269676
0.005696,-0.543246598
0.0056962,-0.632647665
0.0056964,-0.712063809
0.0056966,-0.780243552
0.0056968,-0.836112729
0.005697,-0.878791407
0.0056972,-0.907607749
0.0056974,-0.922108587
0.0056976,-0.922066548
0.0056978,-0.907483622
0.005698,-0.878591106
0.0056982,-0.835845939
0.0056984,-0.779923472
0.0056986,-0.711706801
0.0056988,-0.63227282
0.005699,-0.542875221
0.0056992,-0.444924707
0.0056994,-0.339966732
0.0056996,-0.229657114
0.0056998,-0.115735918
0.0057,-4.30720844e-13
0.0057002,0.115725327
0.0057004,0.229615084
0.0057006,0.339873409
0.0057008,0.444761869
0.005701,0.542626874
0.0057012,0.631925743
0.0057014,0.711251028
0.0057016,0.779352688
0.0057018,0.835157796
0.005702,0.877787438
0.0057022,0.906570558
0.0057024,0.921054518
0.0057026,0.92101222
0.0057028,0.906445667
0.005703,0.877585906
0.0057032,0.834889365
0.0057034,0.779030639
0.0057036,0.710891823
0.0057038,0.631548592
0.005704,0.542253212
0.0057042,0.444414779
0.0057044,0.339576983
0.0057046,0.229393751
0.0057048,0.115603157
0.005705,5.45025912e-13
0.0057052,-0.115592501
0.0057054,-0.229351464
0.0057056,-0.339483089
0.0057058,-0.444250944
0.005706,-0.542003344
0.0057062,-0.631199391
0.0057064,-0.71043326
0.0057066,-0.77845636
0.0057068,-0.83419701
0.005707,-0.876777317
0.0057072,-0.905527013
0.0057074,-0.919993994
0.0057076,-0.919951439
0.0057078,-0.905401361
0.005708,-0.876574557
0.0057082,-0.833926943
0.0057084,-0.778132348
0.0057086,-0.710071867
0.0057088,-0.630819941
0.005709,-0.541627405
0.0057092,-0.443901738
0.0057094,-0.339184856
0.0057096,-0.229128782
0.0057098,-0.115469587
0.00571,-6.59062611e-13
0.0057102,0.115458867
0.0057104,0.229086239
0.0057106,0.339090393
0.0057108,0.44373691
0.005711,0.541376022
0.0057112,0.630468622
0.0057114,0.709610522
0.0057116,0.777554587
0.0057118,0.833230388
0.005712,0.875761065
0.0057122,0.904477135
0.0057124,0.918927037
0.0057126,0.918884226
0.0057128,0.904350726
0.005713,0.87555708
0.0057132,0.832958692
0.0057134,0.77722862
0.0057136,0.709246948
0.0057138,0.630086882
0.005714,0.540997814
0.0057142,0.443385596
0.0057144,0.33879036
0.0057146,0.228862213
0.0057148,0.115335211
0.005715,7.72828547e-13
0.0057152,-0.115324426
0.0057154,-0.228819414
0.0057156,-0.338695329
0.0057158,-0.443219778
0.005716,-0.540744921
0.0057162,-0.629733453
0.0057164,-0.708782832
0.0057166,-0.776647388
0.0057168,-0.832257953
0.005717,-0.874738701
0.0057172,-0.903420948
0.0057174,-0.91785367
0.0057176,-0.917810602
0.0057178,-0.903293782
0.005718,-0.874533497
0.0057182,-0.831984632
0.0057184,-0.776319472
0.0057186,-0.708417083
0.0057188,-0.629349431
0.005719,-0.540364452
0.0057192,-0.442866364
0.0057194,-0.338393502
0.0057196,-0.228594048
0.0057198,-0.115200031
0.00572,-5.03987214e-14
0.0057202,0.115189182
0.0057204,0.228550995
0.0057206,0.338297906
0.0057208,0.442699559
0.005721,0.540110054
0.0057212,0.628993898
0.0057214,0.707950206
0.0057216,0.775734781
0.0057218,0.831279723
0.005722,0.873710249
0.0057222,0.902358472
0.0057224,0.916773914
0.0057226,0.916730591
0.0057228,0.902230553
0.005723,0.873503829
0.0057232,0.831004783
0.0057234,0.775404922
0.0057236,0.707582291
0.0057238,0.628607601
0.005724,0.539727332
0.0057242,0.442344052
0.0057244,0.337994291
0.0057246,0.228324295
0.0057248,0.11506405
0.005725,1.64602995e-13
0.0057252,-0.115053137
0.0057254,-0.228280987
0.0057256,-0.337898131
0.0057258,-0.442176263
0.005726,-0.539471434
0.0057262,-0.628249973
0.0057264,-0.707112661
0.0057266,-0.774816785
0.0057268,-0.830295719
0.005727,-0.872675727
0.0057272,-0.901289729
0.0057274,-0.915687792
0.0057276,-0.915644215
0.0057278,-0.901161059
0.005728,-0.872468097
0.0057282,-0.830019166
0.0057284,-0.774484991
0.0057286,-0.706742588
0.0057288,-0.62786141
0.005729,-0.539086466
0.0057292,-0.44181867
0.0057294,-0.337592736
0.0057296,-0.228052957
0.0057298,-0.114927271
0.00573,-2.78535187e-13
0.0057302,0.114916294
0.0057304,0.228009396
0.0057306,0.337496014
0.0057308,0.441649902
0.005731,0.538829074
0.0057312,0.627501693
0.0057314,0.706270216
0.0057316,0.77389342
0.0057318,0.829305961
0.005732,0.871635159
0.0057322,0.900214741
0.0057324,0.914595327
0.0057326,0.914551497
0.0057328,0.900085324
0.005733,0.871426322
0.0057332,0.829027801
0.0057334,0.773559697
0.0057336,0.705897992
0.0057338,0.627110872
0.005734,0.538441868
0.0057342,0.441290231
0.0057344,0.337188843
0.0057346,0.227780041
0.0057348,0.114789697
0.005735,3.92192931e-13
0.0057352,-0.114778656
0.0057354,-0.227736228
0.0057356,-0.337091562
0.0057358,-0.441120486
0.005736,-0.538182987
0.0057362,-0.626749074
0.0057364,-0.705422887
0.0057366,-0.772964704
0.0057368,-0.82831047
0.005737,-0.870588566
0.0057372,-0.899133531
0.0057374,-0.91349654
0.0057376,-0.913452457
0.0057378,-0.899003369
0.005738,-0.870378526
0.0057382,-0.828030708
0.0057384,-0.77262906
0.0057386,-0.70504852
0.0057388,-0.626356002
0.005739,-0.537793552
0.0057392,-0.440758744
0.0057394,-0.336782623
0.0057396,-0.227505552
0.0057398,-0.11465133
0.00574,-8.96038779e-14
0.0057402,0.114640226
0.0057404,0.227461488
0.0057406,0.336684785
0.0057408,0.440588026
0.005741,0.537533188
0.0057412,0.625992131
0.0057414,0.704570692
0.0057416,0.772030656
0.0057418,0.827309266
0.005742,0.869535969
0.0057422,0.898046122
0.0057424,0.912391455
0.0057426,0.912347121
0.0057428,0.897915217
0.005743,0.869324731
0.0057432,0.827027908
0.0057434,0.771693097
0.0057436,0.704194189
0.0057438,0.625596817
0.005744,0.537141531
0.0057442,0.440224221
0.0057444,0.336374083
0.0057446,0.227229496
0.0057448,0.114512174
0.005745,2.03210683e-13
0.0057452,-0.114501007
0.0057454,-0.227185182
0.0057456,-0.336275689
0.0057458,-0.440052534
0.005746,-0.536879688
0.0057462,-0.625230879
0.0057464,-0.703713648
0.0057466,-0.771091296
0.0057468,-0.82630237
0.005747,-0.86847739
0.0057472,-0.896952534
0.0057474,-0.911280094
0.0057476,-0.91123551
0.0057478,-0.89682089
0.005748,-0.868264958
0.0057482,-0.826019422
0.0057484,-0.770751829
0.0057486,-0.703335018
0.0057488,-0.624833331
0.005749,-0.536485818
0.0057492,-0.439686672
0.0057494,-0.335963231
0.0057496,-0.22695188
0.0057498,-0.11437223
0.00575,-3.16538858e-13
0.0057502,0.114361001
0.0057504,0.226907316
0.0057506,0.335864284
0.0057508,0.439514019
0.005751,0.536222502
0.0057512,0.624465336
0.0057514,0.702851774
0.0057516,0.770146643
0.0057518,0.825289803
0.005752,0.867412851
0.0057522,0.895852792
0.0057524,0.910162481
0.0057526,0.910117647
0.0057528,0.895720411
0.005753,0.86719923
0.0057532,0.825005271
0.0057534,0.769805276
0.0057536,0.702471023
0.0057538,0.624065562
0.005754,0.535826427
0.0057542,0.439146109
0.0057544,0.335550077
0.0057546,0.226672707
0.0057548,0.114231503
0.005755,4.2958607e-13
0.0057552,-0.114220212
0.0057554,-0.226627896
0.0057556,-0.335450578
0.0057558,-0.438972494
0.005756,-0.535561644
0.0057562,-0.623695515
0.0057564,-0.701985086
0.0057566,-0.769196717
0.0057568,-0.824271586
0.005757,-0.866342373
0.0057572,-0.894746918
0.0057574,-0.909038638
0.0057576,-0.908993555
0.0057578,-0.894613802
0.005758,-0.866127567
0.0057582,-0.823985475
0.0057584,-0.768853456
0.0057586,-0.701602223
0.0057588,-0.623293523
0.005759,-0.535163372
0.0057592,-0.438602544
0.0057594,-0.335134628
0.0057596,-0.226391985
0.0057598,-0.114089996
0.00576,-1.28417154e-13
0.0057602,0.114078641
0.0057604,0.226346926
0.0057606,0.335034579
0.0057608,0.43842797
0.005761,0.534897126
0.0057612,0.622921434
0.0057614,0.701113603
0.0057616,0.768241537
0.0057618,0.823247739
0.005762,0.86526598
0.0057622,0.893634934
0.0057624,0.907908588
0.0057626,0.907863258
0.0057628,0.893501086
0.005763,0.865049993
0.0057632,0.822960056
0.0057634,0.76789639
0.0057636,0.700728637
0.0057638,0.622517233
0.005764,0.534496665
0.0057642,0.438055986
0.0057644,0.334716893
0.0057646,0.226109719
0.0057648,0.11394771
0.005765,2.41411859e-13
0.0057652,-0.113936293
0.0057654,-0.226064413
0.0057656,-0.334616297
0.0057658,-0.437880457
0.005766,-0.534228963
0.0057662,-0.622143107
0.0057664,-0.700237343
0.0057666,-0.767281123
0.0057668,-0.822218284
0.005767,-0.864183692
0.0057672,-0.892516863
0.0057674,-0.906772356
0.0057676,-0.906726778
0.0057678,-0.892382287
0.005768,-0.86396653
0.0057682,-0.821929034
0.0057684,-0.766934096
0.0057686,-0.69985028
0.0057688,-0.621736706
0.005769,-0.533826321
0.0057692,-0.437506448
0.0057694,-0.334296881
0.0057696,-0.225825914
0.0057698,-0.113804649
0.00577,-3.54121485e-13
0.0057702,0.113793171
0.0057704,0.225780363
0.0057706,0.33419574
0.0057708,0.437329968
0.005771,0.533557169
0.0057712,0.621360552
0.0057714,0.699356324
0.0057716,0.766315494
0.0057718,0.821183242
0.005772,0.863095533
0.0057722,0.891392729
0.0057724,0.905629963
0.0057726,0.90558414
0.0057728,0.891257427
0.005773,0.862877199
0.0057732,0.820892431
0.0057734,0.765966595
0.0057736,0.698967173
0.0057738,0.620951958
0.005774,0.533152354
0.0057742,0.43695394
0.0057744,0.3338746
0.0057746,0.225540578
0.0057748,0.113660816
0.005775,4.66543735e-13
0.0057752,-0.113649276
0.0057754,-0.225494782
0.0057756,-0.333772916
0.0057758,-0.436776512
0.005776,-0.532881756
0.0057762,-0.620573785
0.0057764,-0.698470564
0.0057766,-0.765344671
0.0057768,-0.820142633
0.005777,-0.862001525
0.0057772,-0.890262554
0.0057774,-0.904481435
0.0057776,-0.904435366
0.0057778,-0.890126529
0.005778,-0.861782023
0.0057782,-0.819850269
0.0057784,-0.764993907
0.0057786,-0.698079332
0.0057788,-0.620163006
0.005779,-0.532474778
0.0057792,-0.436398475
0.0057794,-0.33345006
0.0057796,-0.225253715
0.0057798,-0.113516213
0.00578,-1.66825784e-13
0.0057802,0.113504612
0.0057804,0.225207675
0.0057806,0.333347835
0.0057808,0.436220103
0.005781,0.53220274
0.0057812,0.61978282
0.0057814,0.697580081
0.0057816,0.764368674
0.0057818,0.819096481
0.005782,0.86090169
0.0057822,0.889126363
0.0057824,0.903326793
0.0057826,0.903280481
0.0057828,0.888989616
0.005783,0.860681025
0.0057832,0.818802568
0.0057834,0.764016052
0.0057836,0.697186777
0.0057838,0.619369866
0.005784,0.531793606
0.0057842,0.435840063
0.0057844,0.333023268
0.0057846,0.224965331
0.0057848,0.113370845
0.005785,2.79193992e-13
0.0057852,-0.113359183
0.0057854,-0.224919049
0.0057856,-0.332920504
0.0057858,-0.43566075
0.005786,-0.531520133
0.0057862,-0.618987675
0.0057864,-0.696684893
0.0057866,-0.763387522
0.0057868,-0.818044806
0.005787,-0.85979605
0.0057872,-0.887984177
0.0057874,-0.902166063
0.0057876,-0.902119508
0.0057878,-0.887846713
0.005788,-0.859574228
0.0057882,-0.81774935
0.0057884,-0.763033049
0.0057886,-0.696289525
0.0057888,-0.618572554
0.005789,-0.531108852
0.0057892,-0.435278716
0.0057894,-0.332594234
0.0057896,-0.224675433
0.0057898,-0.113224713
0.00579,-3.91270772e-13
0.0057902,0.11321299
0.0057904,0.224628909
0.0057906,0.332490933
0.0057908,0.435098467
0.005791,0.530833951
0.0057912,0.618188367
0.0057914,0.69578502
0.0057916,0.762401236
0.0057918,0.816987629
0.005792,0.85868463
0.0057922,0.886836021
0.0057924,0.900999268
0.0057926,0.90095247
0.0057928,0.886697842
0.005793,0.858461654
0.0057932,0.816690637
0.0057934,0.76204492
0.0057936,0.695387595
0.0057938,0.617771086
0.005794,0.530420531
0.0057942,0.434714445
0.0057944,0.332162967
0.0057946,0.224384026
0.0057948,0.113077821
0.005795,5.03053866e-13
0.0057952,-0.113066037
0.0057954,-0.224337261
0.0057956,-0.332059131
0.0057958,-0.434533263
0.005796,-0.530144207
0.0057962,-0.617384911
0.0057964,-0.694880478
0.0057966,-0.761409836
0.0057968,-0.815924973
0.005797,-0.85756745
0.0057972,-0.885681918
0.0057974,-0.899826431
0.0057976,-0.899779393
0.0057978,-0.885543028
0.005798,-0.857343325
0.0057982,-0.81562645
0.0057984,-0.761051684
0.0057986,-0.694481006
0.0057988,-0.61696548
0.005799,-0.529728656
0.0057992,-0.434147263
0.0057994,-0.331729474
0.0057996,-0.224091116
0.0057998,-0.112930172
0.0058,-6.14541026e-13
0.0058002,0.112918328
0.0058004,0.224044111
0.0058006,0.331625106
0.0058008,0.433965152
0.005801,0.529450915
0.0058012,0.616577323
0.0058014,0.693971288
0.0058016,0.760413342
0.0058018,0.814856859
0.005802,0.856444535
0.0058022,0.884521893
0.0058024,0.898647578
0.0058026,0.898600299
0.0058028,0.884382293
0.005803,0.856219266
0.0058032,0.814556812
0.0058034,0.760053361
0.0058036,0.693569776
0.0058038,0.616155751
0.005804,0.529033243
0.0058042,0.43357718
0.0058044,0.331293766
0.0058046,0.22379671
0.0058048,0.112781769
0.005805,3.16544815e-13
0.0058052,-0.112769864
0.0058054,-0.223749466
0.0058056,-0.331188867
0.0058058,-0.433394143
0.005806,-0.52875409
0.0058062,-0.615765622
0.0058064,-0.693057467
0.0058066,-0.759411775
0.0058068,-0.813783309
0.005807,-0.855315907
0.0058072,-0.883355967
0.0058074,-0.897462731
0.0058076,-0.897415213
0.0058078,-0.883215661
0.005808,-0.855089498
0.0058082,-0.813481744
0.0058084,-0.759049973
0.0058086,-0.692653923
0.0058088,-0.615341916
0.005809,-0.528334304
0.0058092,-0.433004209
0.0058094,-0.330855851
0.0058096,-0.223500813
0.0058098,-0.112632615
0.00581,-4.27974696e-13
0.0058102,0.11262065
0.0058104,0.223453331
0.0058106,0.330750424
0.0058108,0.43282025
0.005811,0.528053745
0.0058112,0.614949822
0.0058114,0.692139034
0.0058116,0.758405155
0.0058118,0.812704345
0.005812,0.85418159
0.0058122,0.882184167
0.0058124,0.896271917
0.0058126,0.89622416
0.0058128,0.882043157
0.005813,0.853954046
0.0058132,0.812401268
0.0058134,0.758041539
0.0058136,0.691733467
0.0058138,0.614523992
0.005814,0.527631855
0.0058142,0.432428361
0.0058144,0.330415738
0.0058146,0.223203431
0.0058148,0.112482712
0.005815,5.39104684e-13
0.0058152,-0.112470688
0.0058154,-0.223155712
0.0058156,-0.330309785
0.0058158,-0.432243484
0.005816,-0.527349896
0.0058162,-0.614129941
0.0058164,-0.691216008
0.0058166,-0.757393503
0.0058168,-0.81161999
0.005817,-0.853041606
0.0058172,-0.881006515
0.0058174,-0.895075157
0.0058176,-0.895027164
0.0058178,-0.880864805
0.005818,-0.852812932
0.0058182,-0.811315407
0.0058184,-0.757028081
0.0058186,-0.690808427
0.0058188,-0.613701996
0.005819,-0.52692591
0.0058192,-0.431849648
0.0058194,-0.329973436
0.0058196,-0.222904571
0.0058198,-0.112332065
0.00582,-6.49932569e-13
0.0058202,0.112319981
0.0058204,0.222856616
0.0058206,0.329866959
0.0058208,0.431663857
0.005821,0.526642556
0.0058212,0.613305996
0.0058214,0.690288409
0.0058216,0.75637684
0.0058218,0.810530265
0.005822,0.85189598
0.0058222,0.879823036
0.0058224,0.893872479
0.0058226,0.893824249
0.0058228,0.879680628
0.005823,0.851666179
0.0058232,0.810224182
0.0058234,0.756009619
0.0058236,0.689878821
0.0058238,0.612875944
0.005824,0.526216483
0.0058242,0.431268082
0.0058244,0.329528954
0.0058246,0.222604238
0.0058248,0.112180675
0.005825,3.53452337e-13
0.0058252,-0.112168532
0.0058254,-0.222556049
0.0058256,-0.329421955
0.0058258,-0.43108138
0.005826,-0.52593174
0.0058262,-0.612478003
0.0058264,-0.689356254
0.0058266,-0.755355187
0.0058268,-0.809435192
0.005827,-0.850744733
0.0058272,-0.878633753
0.0058274,-0.892663905
0.0058276,-0.89261544
0.0058278,-0.878490651
0.005828,-0.850513812
0.0058282,-0.809127617
0.0058284,-0.754986174
0.0058286,-0.688944668
0.0058288,-0.612045853
0.005829,-0.525503588
0.0058292,-0.430683674
0.0058294,-0.329082302
0.0058296,-0.22230244
0.0058298,-0.112028547
0.00583,-4.64221508e-13
0.0058302,0.112016345
0.0058304,0.222254016
0.0058306,0.328974783
0.0058308,0.430496066
0.005831,0.525217463
0.0058312,0.61164598
0.0058314,0.688419563
0.0058316,0.754328563
0.0058318,0.808334795
0.005832,0.849587891
0.0058322,0.877438692
0.0058324,0.891449461
0.0058326,0.891400761
0.0058328,0.877294898
0.005833,0.849355853
0.0058332,0.808025733
0.0058334,0.753957766
0.0058336,0.688005987
0.0058338,0.611211741
0.005834,0.524787241
0.0058342,0.430096437
0.0058344,0.328633487
0.0058346,0.221999181
0.0058348,0.111875683
0.005835,5.74684687e-13
0.0058352,-0.111863422
0.0058354,-0.221950524
0.0058356,-0.328525451
0.0058358,-0.429907926
0.005836,-0.524499739
0.0058362,-0.610809943
0.0058364,-0.687478356
0.0058366,-0.753296991
0.0058368,-0.807229096
0.005837,-0.848425477
0.0058372,-0.876237877
0.0058374,-0.890229171
0.0058376,-0.890180238
0.0058378,-0.876093394
0.005838,-0.848192327
0.0058382,-0.806918553
0.0058384,-0.752924418
0.0058386,-0.687062799
0.0058388,-0.610373624
0.005839,-0.524067456
0.0058392,-0.429506383
0.0058394,-0.328182521
0.0058396,-0.221694468
0.0058398,-0.111722087
0.00584,-6.84839701e-13
0.0058402,0.111709767
0.0058404,0.22164558
0.0058406,0.328073969
0.0058408,0.429316973
0.005841,0.523778583
0.0058412,0.60996991
0.0058414,0.686532651
0.0058416,0.752260492
0.0058418,0.806118116
0.005842,0.847257514
0.0058422,0.875031332
0.0058424,0.88900306
0.0058426,0.888953895
0.0058428,0.874886162
0.005843,0.847023258
0.0058432,0.805806099
0.0058434,0.75188615
0.0058436,0.686115121
0.0058438,0.609531519
0.005844,0.523344248
0.0058442,0.428913523
0.0058444,0.327729411
0.0058446,0.221388308
0.0058448,0.111567761
0.005845,-1.48747045e-14
0.0058452,-0.111555383
0.0058454,-0.221339188
0.0058456,-0.327620346
0.0058458,-0.428723218
0.005846,-0.523054009
0.0058462,-0.609125898
0.0058464,-0.685582468
0.0058466,-0.751219086
0.0058468,-0.80500188
0.005847,-0.846084026
0.0058472,-0.873819081
0.0058474,-0.887771154
0.0058476,-0.887721758
0.0058478,-0.873673229
0.005848,-0.845848668
0.0058482,-0.804688395
0.0058484,-0.750842982
0.0058486,-0.685162973
0.0058488,-0.608685444
0.005849,-0.522617631
