time_s,volts
0.0031296,-0.138385492
0.0031298,-0.0697517473
0.00313,-8.61746599e-14
0.0031302,0.0697698657
0.0031304,0.138457395
0.0031306,0.204978918
0.0031308,0.268284647
0.003131,0.327375245
0.0031312,0.3813176
0.0031314,0.429259556
0.0031316,0.470443383
0.0031318,0.504217746
0.003132,0.530048009
0.0031322,0.547524698
0.0031324,0.556369992
0.0031326,0.556442137
0.0031328,0.547737719
0.003133,0.530391756
0.0031332,0.504675598
0.0031334,0.47099269
0.0031336,0.429872237
0.0031338,0.381960892
0.003134,0.328012586
0.0031342,0.268876666
0.0031344,0.205484521
0.0031346,0.138834914
0.0031348,0.0699782456
0.003135,2.89906036e-14
0.0031352,-0.0699963671
0.0031354,-0.138906828
0.0031356,-0.205644199
0.0031358,-0.269155286
0.003136,-0.328437515
0.0031362,-0.382554749
0.0031364,-0.430652077
0.0031366,-0.471969317
0.0031368,-0.505853029
0.003137,-0.531766853
0.0031372,-0.549299997
0.0031374,-0.558173748
0.0031376,-0.558245905
0.0031378,-0.549513052
0.003138,-0.532110654
0.0031382,-0.506310954
0.0031384,-0.472518712
0.0031386,-0.431264856
0.0031388,-0.383198144
0.003139,-0.329074957
0.0031392,-0.2697474
0.0031394,-0.206149883
0.0031396,-0.139284408
0.0031398,-0.0702047802
0.00314,-9.88132525e-14
0.0031402,0.0702229044
0.0031404,0.139356333
0.0031406,0.206309584
0.0031408,0.270026062
0.003141,0.32949995
0.0031412,0.383792091
0.0031414,0.432044814
0.0031416,0.473495486
0.0031418,0.507488563
0.003142,0.53348596
0.0031422,0.551075566
0.0031424,0.559977778
0.0031426,0.560049945
0.0031428,0.551288651
0.003143,0.53382981
0.0031432,0.507946554
0.0031434,0.474044959
0.0031436,0.432657681
0.0031438,0.384435578
0.003144,0.330137484
0.0031442,0.27061826
0.0031444,0.206815341
0.0031446,0.139733967
0.0031448,0.0704313473
0.003145,1.69085921e-13
0.0031452,-0.070449474
0.0031454,-0.139805902
0.0031456,-0.206975064
0.0031458,-0.27089696
0.003146,-0.330562534
0.0031462,-0.385029606
0.0031464,-0.433437744
0.0031466,-0.475021866
0.0031468,-0.509124322
0.003147,-0.535205302
0.0031472,-0.552851377
0.0031474,-0.561782053
0.0031476,-0.561854228
0.0031478,-0.553064489
0.003148,-0.535549196
0.0031482,-0.509582371
0.0031484,-0.475571409
0.0031486,-0.434050689
0.0031488,-0.385673175
0.003149,-0.331200149
0.0031492,-0.271489234
0.0031494,-0.207480885
0.0031496,-0.140183583
0.0031498,-0.0706579435
0.00315,-1.11607923e-13
0.0031502,0.0706760723
0.0031504,0.140255527
0.0031506,0.207640627
0.0031508,0.271767967
0.003151,0.331625251
0.0031512,0.386267273
0.0031514,0.434830846
0.0031516,0.476548432
0.0031518,0.51076028
0.003152,0.536924853
0.0031522,0.554627402
0.0031524,0.563586544
0.0031526,0.563658727
0.0031528,0.554840538
0.003153,0.537268785
0.0031532,0.511218381
0.0031534,0.477098037
0.0031536,0.435443859
0.0031538,0.386910914
0.003154,0.332262937
0.0031542,0.272360307
0.0031544,0.208146505
0.0031546,0.140633251
0.0031548,0.0708845651
0.003155,1.82369743e-13
0.0031552,-0.0709026958
0.0031554,-0.140705202
0.0031556,-0.208306264
0.0031558,-0.272639069
0.003156,-0.332688082
0.0031562,-0.387505074
0.0031564,-0.436224096
0.0031566,-0.478075162
0.0031568,-0.512396412
0.003157,-0.538644584
0.0031572,-0.556403613
0.0031574,-0.565391222
0.0031576,-0.565463413
0.0031578,-0.556616769
0.003158,-0.53898855
0.0031582,-0.512854556
0.0031584,-0.478624819
0.0031586,-0.436837168
0.0031588,-0.388148777
0.003159,-0.333325829
0.0031592,-0.273231466
0.0031594,-0.208812189
0.0031596,-0.141082962
0.0031598,-0.0711112085
0.00316,-1.24558687e-13
0.0031602,0.0711293408
0.0031604,0.141154919
0.0031606,0.208971962
0.0031608,0.273510252
0.003161,0.333751012
0.0031612,0.388742989
0.0031614,0.437617474
0.0031616,0.479602029
0.0031618,0.51403269
0.003162,0.540364469
0.0031622,0.558179981
0.0031624,0.56719606
0.0031626,0.567268256
0.0031628,0.558393155
0.003163,0.540708462
0.0031632,0.514490871
0.0031634,0.480151731
0.0031636,0.438230595
0.0031638,0.389386743
0.003164,0.33438881
0.0031642,0.274102696
0.0031644,0.209477929
0.0031646,0.141532709
0.0031648,0.0713378702
0.003165,1.95809738e-13
0.0031652,-0.0713560038
0.0031654,-0.141604671
0.0031656,-0.209637713
0.0031658,-0.274381503
0.003166,-0.334814023
0.0031662,-0.389980997
0.0031664,-0.439010957
0.0031666,-0.481129011
0.0031668,-0.51566909
0.003167,-0.542084481
0.0031672,-0.559956479
0.0031674,-0.569001027
0.0031676,-0.569073228
0.0031678,-0.560169666
0.003168,-0.542428496
0.0031682,-0.5161273
0.0031684,-0.481678748
0.0031686,-0.439624117
0.0031688,-0.390624792
0.003169,-0.335451862
0.0031692,-0.274973984
0.0031694,-0.210143711
0.0031696,-0.141982486
0.0031698,-0.0715645464
0.00317,-1.37665542e-13
0.0031702,0.071582681
0.0031704,0.142054452
0.0031706,0.210303505
0.0031708,0.275252807
0.003171,0.335877099
0.0031712,0.39121908
0.0031714,0.440404523
0.0031716,0.482656083
0.0031718,0.517305585
0.003172,0.543804591
0.0031722,0.561733077
0.0031724,0.570806096
0.0031726,0.570878301
0.0031728,0.561946275
0.003173,0.544148622
0.0031732,0.517763817
0.0031734,0.483205845
0.0031736,0.441017712
0.0031738,0.391862906
0.003174,0.336514968
0.0031742,0.275845316
0.0031744,0.210809527
0.0031746,0.142432284
0.0031748,0.0717912337
0.003175,2.09405868e-13
0.0031752,-0.071809369
0.0031754,-0.142504254
0.0031756,-0.210969327
0.0031758,-0.27612415
0.003176,-0.336940222
0.0031762,-0.392457218
0.0031764,-0.441798149
0.0031766,-0.484183219
0.0031768,-0.518942148
0.003177,-0.545524772
0.0031772,-0.563509748
0.0031774,-0.572611237
0.0031776,-0.572683444
0.0031778,-0.563722952
0.003178,-0.545868814
0.0031782,-0.519400395
0.0031784,-0.484732999
0.0031786,-0.442411357
0.0031788,-0.393101064
0.003179,-0.337578112
0.0031792,-0.276716679
0.0031794,-0.211475366
0.0031796,-0.142882098
0.0031798,-0.0720179283
0.00318,-1.50928465e-13
0.0031802,0.072036064
0.0031804,0.142954069
0.0031806,0.211635169
0.0031808,0.276995518
0.003181,0.338003375
0.0031812,0.39369539
0.0031814,0.443191813
0.0031816,0.485710396
0.0031818,0.520578755
0.003182,0.547244997
0.0031822,0.565286463
0.0031824,0.574416422
0.0031826,0.57448863
0.0031828,0.56549967
0.003183,0.547589045
0.0031832,0.521037008
0.0031834,0.486260185
0.0031836,0.443805031
0.0031838,0.394339246
0.003184,0.338641275
0.0031842,0.277588057
0.0031844,0.212141216
0.0031846,0.143331919
0.0031848,0.0722446266
0.003185,2.23158072e-13
0.0031852,-0.0722627625
0.0031854,-0.143403891
0.0031856,-0.212301021
0.0031858,-0.277866899
0.003186,-0.339066542
0.0031862,-0.394933576
0.0031864,-0.444585492
0.0031866,-0.48723759
0.0031868,-0.522215377
0.003187,-0.548965238
0.0031872,-0.567063193
0.0031874,-0.576221621
0.0031876,-0.576293829
0.0031878,-0.5672764
0.003188,-0.549309286
0.0031882,-0.522673631
0.0031884,-0.487787379
0.0031886,-0.44519871
0.0031888,-0.395577432
0.003189,-0.339704442
0.0031892,-0.278459436
0.0031894,-0.212807067
0.0031896,-0.143781741
0.0031898,-0.0724713249
0.00319,-3.28568824e-14
0.0031902,0.0724894607
0.0031904,0.143853712
0.0031906,0.21296687
0.0031908,0.278738276
0.003191,0.340129705
0.0031912,0.396171758
0.0031914,0.445979165
0.0031916,0.488764775
0.0031918,0.523851989
0.003192,0.550685467
0.0031922,0.56883991
0.0031924,0.578026806
0.0031926,0.578099013
0.0031928,0.569053114
0.003193,0.551029509
0.0031932,0.524310235
0.0031934,0.489314554
0.0031936,0.446592373
0.0031938,0.396815603
0.003194,0.340767594
0.0031942,0.279330804
0.0031944,0.213472909
0.0031946,0.144231556
0.0031948,0.0726980197
0.003195,1.05164481e-13
0.0031952,-0.072716155
0.0031954,-0.144303525
0.0031956,-0.213632708
0.0031958,-0.279609637
0.003196,-0.341192847
0.0031962,-0.397409914
0.0031964,-0.447372809
0.0031966,-0.490291927
0.0031968,-0.525488565
0.003197,-0.552405657
0.0031972,-0.570616585
0.0031974,-0.579831947
0.0031976,-0.579904151
0.0031978,-0.570829782
0.003198,-0.552749688
0.0031982,-0.525946796
0.0031984,-0.490841688
0.0031986,-0.447985997
0.0031988,-0.398053738
0.003199,-0.341830715
0.0031992,-0.280202146
0.0031994,-0.21413873
0.0031996,-0.144681357
0.0031998,-0.0729247072
0.0032,-4.56092858e-14
0.0032002,0.0729428418
0.0032004,0.144753323
0.0032006,0.214298523
0.0032008,0.280480967
0.003201,0.342255951
0.0032012,0.398648025
0.0032014,0.4487664
0.0032016,0.491819021
0.0032018,0.527125078
0.003202,0.554125779
0.0032022,0.572393189
0.0032024,0.581637015
0.0032026,0.581709216
0.0032028,0.572606376
0.003203,0.554469793
0.0032032,0.527583287
0.0032034,0.492368756
0.0032036,0.449379558
0.0032038,0.399291818
0.003204,0.342893788
0.0032042,0.281073447
0.0032044,0.21480452
0.0032046,0.145131136
0.0032048,0.0731513838
0.003205,1.18406103e-13
0.0032052,-0.0731695174
0.0032054,-0.145203098
0.0032056,-0.214964303
0.0032058,-0.281352253
0.003206,-0.343318999
0.0032062,-0.39988607
0.0032064,-0.450159917
0.0032066,-0.493346032
0.0032068,-0.528761501
0.003207,-0.555845806
0.0032072,-0.574169694
0.0032074,-0.58344198
0.0032076,-0.583514176
0.0032078,-0.574382867
0.003208,-0.556189798
0.0032082,-0.52921968
0.0032084,-0.493895731
0.0032086,-0.450773036
0.0032088,-0.400529822
0.003209,-0.343956795
0.0032092,-0.281944694
0.0032094,-0.215470267
0.0032096,-0.145580887
0.0032098,-0.0733780458
0.00321,-5.85176453e-14
0.0032102,0.073396178
0.0032104,0.145652844
0.0032106,0.215630039
0.0032108,0.282223479
0.003211,0.344381975
0.0032112,0.40112403
0.0032114,0.451553338
0.0032116,0.494872936
0.0032118,0.530397809
0.003212,0.55756571
0.0032122,0.575946071
0.0032124,0.585246814
0.0032126,0.585319005
0.0032128,0.576159226
0.003213,0.557909674
0.0032132,0.53085595
0.0032134,0.495422591
0.0032136,0.452166406
0.0032138,0.401767729
0.003214,0.345019719
0.0032142,0.282815872
0.0032144,0.216135962
0.0032146,0.146030601
0.0032148,0.0736046895
0.003215,1.31803605e-13
0.0032152,-0.0736228201
0.0032154,-0.146102552
0.0032156,-0.21629572
0.0032158,-0.283094632
0.003216,-0.345444861
0.0032162,-0.402361885
0.0032164,-0.452946638
0.0032166,-0.496399709
0.0032168,-0.532033973
0.003217,-0.559285463
0.0032172,-0.57772229
0.0032174,-0.587051488
0.0032176,-0.587123671
0.0032178,-0.577935424
0.003218,-0.559629393
0.0032182,-0.53249207
0.0032184,-0.496949309
0.0032186,-0.453559647
0.0032188,-0.403005521
0.003219,-0.346082542
0.0032192,-0.283686968
0.0032194,-0.216801593
0.0032196,-0.146480273
0.0032198,-0.0738313112
0.00322,-7.15819096e-14
0.0032202,0.0738494399
0.0032204,0.146552216
0.0032206,0.216961334
0.0032208,0.283965698
0.003221,0.34650764
0.0032212,0.403599614
0.0032214,0.454339796
0.0032216,0.497926324
0.0032218,0.533669968
0.003222,0.561005037
0.0032222,0.579498323
0.0032224,0.58885597
0.0032226,0.588928145
0.0032228,0.579711433
0.003223,0.561348928
0.0032232,0.534128013
0.0032234,0.498475862
0.0032236,0.454952735
0.0032238,0.404243177
0.003224,0.347145248
0.0032242,0.284557966
0.0032244,0.21746715
0.0032246,0.146929893
0.0032248,0.0740579073
0.003225,1.45356897e-13
0.0032252,-0.0740760337
0.0032254,-0.147001828
0.0032256,-0.217626871
0.0032258,-0.284836663
0.003226,-0.347570293
0.0032262,-0.404837197
0.0032264,-0.455732789
0.0032266,-0.499452757
0.0032268,-0.535305767
0.003227,-0.562724404
0.0032272,-0.581274141
0.0032274,-0.590660233
0.0032276,-0.590732399
0.0032278,-0.581487223
0.003228,-0.56306825
0.0032282,-0.535763752
0.0032284,-0.500002223
0.0032286,-0.456345648
0.0032288,-0.405480676
0.003229,-0.348207819
0.0032292,-0.285428853
0.0032294,-0.218132621
0.0032296,-0.147379456
0.0032298,-0.0742844739
0.00323,-2.19581856e-13
0.0032302,0.0743025979
0.0032304,0.14745138
0.0032306,0.218292321
0.0032308,0.285707511
0.003231,0.348632805
0.0032312,0.406074614
0.0032314,0.457125594
0.0032316,0.500978983
0.0032318,0.536941344
0.003232,0.564443535
0.0032322,0.583049714
0.0032324,0.592464247
0.0032326,0.592536402
0.0032328,0.583262765
0.003233,0.56478733
0.0032332,0.537399261
0.0032334,0.501528368
0.0032336,0.457738363
0.0032338,0.406717998
0.003234,0.349270237
0.0032342,0.286299615
0.0032344,0.218797996
0.0032346,0.147828953
0.0032348,0.0745110074
0.003235,1.59065871e-13
0.0032352,-0.0745291286
0.0032354,-0.147900866
0.0032356,-0.218957671
0.0032358,-0.28657823
0.003236,-0.349695158
0.0032362,-0.407311844
0.0032364,-0.458518188
0.0032366,-0.502504977
0.0032368,-0.53857667
0.003237,-0.566162402
0.0032372,-0.584825014
0.0032374,-0.594267981
0.0032376,-0.594340124
0.0032378,-0.585038031
0.003238,-0.566506142
0.0032382,-0.539034513
0.0032384,-0.503054273
0.0032386,-0.459130857
0.0032388,-0.407955124
0.003239,-0.350332486
0.0032392,-0.287170237
0.0032394,-0.219463264
0.0032396,-0.148278378
0.0032398,-0.0747375042
0.00324,-2.33779555e-13
0.0032402,0.0747556222
0.0032404,0.148350279
0.0032406,0.219622911
0.0032408,0.287448804
0.003241,0.350757334
0.0032412,0.408548868
0.0032414,0.459910549
0.0032416,0.504030713
0.0032418,0.54021172
0.003242,0.567880978
0.0032422,0.586600012
0.0032424,0.596071407
0.0032426,0.596143537
0.0032428,0.58681299
0.003243,0.568224656
0.0032432,0.54066948
0.0032434,0.504579911
0.0032436,0.460523107
0.0032438,0.409192031
0.003244,0.351394547
0.0032442,0.288040704
0.0032444,0.220128413
0.0032446,0.148727722
0.0032448,0.0749639603
0.003245,1.72930398e-13
0.0032452,-0.0749820749
0.0032454,-0.148799609
0.0032456,-0.22028803
0.0032458,-0.288319219
0.003246,-0.351819315
0.0032462,-0.409785664
0.0032464,-0.461302652
0.0032466,-0.505556168
0.0032468,-0.541846466
0.003247,-0.569599233
0.0032472,-0.588374677
0.0032474,-0.597874495
0.0032476,-0.597946611
0.0032478,-0.588587614
0.003248,-0.569942844
0.0032482,-0.542304137
0.0032484,-0.506105258
0.0032486,-0.461915091
0.0032488,-0.410428701
0.003249,-0.352456403
0.0032492,-0.288911003
0.0032494,-0.220793433
0.0032496,-0.149176979
0.0032498,-0.0751903722
0.00325,-2.48132586e-13
0.0032502,0.0752084831
0.0032504,0.149248851
0.0032506,0.220953018
0.0032508,0.289189461
0.003251,0.352881084
0.0032512,0.411022213
0.0032514,0.462694477
0.0032516,0.507081315
0.0032518,0.543480882
0.003252,0.57131714
0.0032522,0.590148982
0.0032524,0.599677214
0.0032526,0.599749315
0.0032528,0.590361873
0.003253,0.571660677
0.0032532,0.543938455
0.0032534,0.507630288
0.0032536,0.463306785
0.0032538,0.411665113
0.003254,0.353518037
0.0032542,0.28978112
0.0032544,0.221458313
0.0032546,0.149626141
0.0032548,0.075416736
0.003255,5.0116397e-14
0.0032552,-0.075434843
0.0032554,-0.149697997
0.0032556,-0.221617862
0.0032558,-0.290059516
0.003256,-0.353942624
0.0032562,-0.412258493
0.0032564,-0.464085998
0.0032566,-0.50860613
0.0032568,-0.54511494
0.003257,-0.57303467
0.0032572,-0.591922896
0.0032574,-0.601479535
0.0032576,-0.601551619
0.0032578,-0.592135738
0.003258,-0.573378129
0.0032582,-0.545572409
0.0032584,-0.509154977
0.0032586,-0.464698166
0.0032588,-0.412901247
0.003259,-0.354579431
0.0032592,-0.290651039
0.0032594,-0.222123042
0.0032596,-0.1500752
0.0032598,-0.0756430481
0.00326,-1.2539627e-13
0.0032602,0.0756611507
0.0032604,0.15014704
0.0032606,0.222282553
0.0032608,0.290929369
0.003261,0.355003917
0.0032612,0.413494486
0.0032614,0.465477194
0.0032616,0.510130587
0.0032618,0.546748614
0.003262,0.574751795
0.0032622,0.59369639
0.0032624,0.603281429
0.0032626,0.603353495
0.0032628,0.59390918
0.003263,0.575095169
0.0032632,0.54720597
0.0032634,0.510679299
0.0032636,0.466089211
0.0032638,0.414137081
0.003264,0.355640567
0.0032642,0.291520746
0.0032644,0.222787609
0.0032646,0.150524149
0.0032648,0.0758693047
0.003265,2.01125488e-13
0.0032652,-0.0758874027
0.0032654,-0.150595971
0.0032656,-0.222947079
0.0032658,-0.291799005
0.003266,-0.356064945
0.0032662,-0.414730169
0.0032664,-0.466868041
0.0032666,-0.51165466
0.0032668,-0.548381876
0.003267,-0.576468486
0.0032672,-0.595469435
0.0032674,-0.605082865
0.0032676,-0.605154912
0.0032678,-0.595682168
0.003268,-0.576811769
0.0032682,-0.548839112
0.0032684,-0.512203228
0.0032686,-0.467479897
0.0032688,-0.415372595
0.003269,-0.356701428
0.0032692,-0.292390227
0.0032694,-0.223452002
0.0032696,-0.150972982
0.0032698,-0.0760955019
0.00327,-2.77303873e-13
0.0032702,0.076113595
0.0032704,0.151044783
0.0032706,0.223611429
0.0032708,0.292668411
0.003271,0.357125691
0.0032712,0.415965522
0.0032714,0.468258516
0.0032716,0.513178325
0.0032718,0.550014699
0.003272,0.578184714
0.0032722,0.597242001
0.0032724,0.606883813
0.0032726,0.606955841
0.0032728,0.597454675
0.003273,0.578527902
0.0032732,0.550471807
0.0032734,0.51372674
0.0032736,0.468870202
0.0032738,0.416607769
0.003274,0.357761996
0.0032742,0.293259468
0.0032744,0.224116211
0.0032746,0.151421689
0.0032748,0.0763216362
0.003275,7.69801469e-14
0.0032752,-0.0763397241
0.0032754,-0.15149347
0.0032756,-0.224275592
0.0032758,-0.293537572
0.003276,-0.358186137
0.0032762,-0.417200526
0.0032764,-0.469648597
0.0032766,-0.514701557
0.0032768,-0.551647056
0.003277,-0.579900451
0.0032772,-0.599014058
0.0032774,-0.608684244
0.0032776,-0.60875625
0.0032778,-0.59922667
0.003278,-0.580243537
0.0032782,-0.552104029
0.0032784,-0.515249809
0.0032786,-0.470260101
0.0032788,-0.417842582
0.003279,-0.358822254
0.0032792,-0.294128453
0.0032794,-0.224780225
0.0032796,-0.151870264
0.0032798,-0.0765477036
0.00328,-1.53236033e-13
0.0032802,0.076565786
0.0032804,0.151942023
0.0032806,0.224939558
0.0032808,0.294406472
0.003281,0.359246266
0.0032812,0.418435158
0.0032814,0.471038259
0.0032816,0.516224328
0.0032818,0.55327892
0.003282,0.581615669
0.0032822,0.600785578
0.0032824,0.610484127
0.0032826,0.61055611
0.0032828,0.600998123
0.003283,0.581958648
0.0032832,0.553735749
0.0032834,0.516772409
0.0032836,0.471649571
0.0032838,0.419077014
0.003284,0.359882183
0.0032842,0.294997169
0.0032844,0.225444032
0.0032846,0.152318699
0.0032848,0.0767737004
0.003285,-4.86505749e-14
0.0032852,-0.0767917769
0.0032854,-0.152390435
0.0032856,-0.225603314
0.0032858,-0.295275099
0.003286,-0.360306059
0.0032862,-0.4196694
0.0032864,-0.472427479
0.0032866,-0.517746616
0.0032868,-0.554910263
0.003287,-0.583330338
0.0032872,-0.60255653
0.0032874,-0.612283432
0.0032876,-0.612355391
0.0032878,-0.602769005
0.003288,-0.583673204
0.0032882,-0.555366942
0.0032884,-0.518294515
0.0032886,-0.47303859
0.0032888,-0.420311044
0.003289,-0.360941766
0.0032892,-0.295865601
0.0032894,-0.226107621
0.0032896,-0.152766987
0.0032898,-0.0769996228
0.00329,-2.76829691e-14
0.0032902,0.0770176933
0.0032904,0.152838699
0.0032906,0.226266849
0.0032908,0.296143437
0.003291,0.361365499
0.0032912,0.420903229
0.0032914,0.473816235
0.0032916,0.519268392
0.0032918,0.556541058
0.003292,0.585044431
0.0032922,0.604326885
0.0032924,0.614082129
0.0032926,0.614154064
0.0032928,0.604539286
0.003293,0.585387177
0.0032932,0.556997579
0.0032934,0.519816102
0.0032936,0.474427134
0.0032938,0.421544651
0.003294,0.362000986
0.0032942,0.296733734
0.0032944,0.226770982
0.0032946,0.15321512
0.0032948,0.077225467
0.003295,1.04465125e-13
0.0032952,-0.0772435311
0.0032954,-0.153286807
0.0032956,-0.226930154
0.0032958,-0.297011471
0.003296,-0.362424568
0.0032962,-0.422136626
0.0032964,-0.475204503
0.0032966,-0.520789634
0.0032968,-0.558171278
0.003297,-0.586757917
0.0032972,-0.606096613
0.0032974,-0.615880188
0.0032976,-0.615952096
0.0032978,-0.606308937
0.003298,-0.587100539
0.0032982,-0.558627633
0.0032984,-0.521337144
0.0032986,-0.47581518
0.0032988,-0.422777814
0.003299,-0.363059824
0.0032992,-0.297601554
0.0032994,-0.227434103
0.0032996,-0.153663091
0.0032998,-0.0774512293
0.0033,-1.81695649e-13
0.0033002,0.0774692866
0.0033004,0.153734751
0.0033006,0.227593216
0.0033008,0.297879187
0.003301,0.363483249
0.0033012,0.423369569
0.0033014,0.476592259
0.0033016,0.522310313
0.0033018,0.559800895
0.003302,0.588470769
0.0033022,0.607865685
0.0033024,0.617677578
0.0033026,0.617749459
0.0033028,0.608077928
0.003303,0.58881326
0.0033032,0.560257076
0.0033034,0.522857616
0.0033036,0.477202704
0.0033038,0.424010513
0.003304,0.364118263
0.0033042,0.298469045
0.0033044,0.228096973
0.0033046,0.154110892
0.0033048,0.0776769058
0.003305,-2.24940606e-14
0.0033052,-0.0776949561
0.0033054,-0.154182524
0.0033056,-0.228256024
0.0033058,-0.298746571
0.003306,-0.364541523
0.0033062,-0.424602038
0.0033064,-0.477979481
0.0033066,-0.523830406
0.0033068,-0.561429882
0.003307,-0.590182957
0.0033072,-0.60963407
0.0033074,-0.61947427
0.0033076,-0.619546123
0.0033078,-0.609846229
0.003308,-0.590525312
0.0033082,-0.561885882
0.0033084,-0.524377491
0.0033086,-0.478589683
0.0033088,-0.425242727
0.003309,-0.365176284
0.0033092,-0.299336195
0.0033094,-0.228759581
0.0033096,-0.154558516
0.0033098,-0.0779024928
0.00331,-5.48139304e-14
0.0033102,0.0779205358
0.0033104,0.154630118
0.0033106,0.228918567
0.0033108,0.299613608
0.003311,0.365599372
0.0033112,0.425834011
0.0033114,0.479366145
0.0033116,0.525349886
0.0033118,0.563058212
0.003312,0.591894453
0.0033122,0.611401739
0.0033124,0.621270233
0.0033126,0.621342056
0.0033128,0.611613809
0.003313,0.592236666
0.0033132,0.563514022
0.0033134,0.525896744
0.0033136,0.479976094
0.0033138,0.426474435
0.003314,0.366233871
0.0033142,0.300202987
0.0033144,0.229421916
0.0033146,0.155005954
0.0033148,0.0781279864
0.003315,1.32569813e-13
0.0033152,-0.0781460217
0.0033154,-0.155077527
0.0033156,-0.229580834
0.0033158,-0.300480282
0.003316,-0.36665678
0.0033162,-0.427065469
0.0033164,-0.480752227
0.0033166,-0.526868728
0.0033168,-0.564685856
0.003317,-0.593605227
0.0033172,-0.613168661
0.0033174,-0.623065436
0.0033176,-0.623137228
0.0033178,-0.61338064
0.003318,-0.593947293
0.0033182,-0.56514147
0.0033184,-0.52741535
0.0033186,-0.481361912
0.0033188,-0.427705617
0.003319,-0.367291004
0.0033192,-0.301069407
0.0033194,-0.230083966
0.0033196,-0.1554532
0.0033198,-0.0783533827
0.00332,-2.10773297e-13
0.0033202,0.0783714101
0.0033204,0.155524741
0.0033206,0.230242814
0.0033208,0.30134658
0.003321,0.367713727
0.0033212,0.428296391
0.0033214,0.482137704
0.0033216,0.528386906
0.0033218,0.566312787
0.003322,0.595315252
0.0033222,0.614934807
0.0033224,0.62485985
0.0033226,0.624931609
0.0033228,0.615146691
0.003323,0.595657164
0.0033232,0.566768197
0.0033234,0.528933282
0.0033236,0.482747116
0.0033238,0.428936251
0.003324,0.368347667
0.0033242,0.301935441
0.0033244,0.23074572
0.0033246,0.155900246
0.0033248,0.0785786781
0.003325,2.8942408e-13
0.0033252,-0.0785966973
0.0033254,-0.155971754
0.0033256,-0.230904495
0.0033258,-0.302212487
0.003326,-0.368770196
0.0033262,-0.429526754
0.0033264,-0.483522552
0.0033266,-0.529904393
0.0033268,-0.567938979
0.003327,-0.597024497
0.0033272,-0.616700147
0.0033274,-0.626653443
0.0033276,-0.626725169
0.0033278,-0.616911933
0.003328,-0.597366249
0.0033282,-0.568394176
0.0033284,-0.530450515
0.0033286,-0.48413168
0.0033288,-0.430166316
0.003329,-0.369403841
0.0033292,-0.302801073
0.0033294,-0.231407167
0.0033296,-0.156347084
0.0033298,-0.0788038686
0.00333,-8.25646013e-14
0.0033302,0.0788218792
0.0033304,0.156418558
0.0033306,0.231565867
0.0033308,0.303077988
0.003331,0.369826169
0.0033312,0.430756539
0.0033314,0.484906748
0.0033316,0.531421166
0.0033318,0.569564402
0.003332,0.598732933
0.0033322,0.618464652
0.0033324,0.628446186
0.0033326,0.628517877
0.0033328,0.618676334
0.003333,0.599074521
0.0033332,0.570019379
0.0033334,0.531967024
0.0033336,0.485515582
0.0033338,0.431395792
0.003334,0.370459508
0.0033342,0.30366629
0.0033344,0.232068296
0.0033346,0.156793707
0.0033348,0.0790289505
0.003335,1.61292358e-13
0.0033352,-0.0790469522
0.0033354,-0.156865146
0.0033356,-0.232226918
0.0033358,-0.303943069
0.003336,-0.370881629
0.0033362,-0.431985725
0.0033364,-0.486290269
0.0033366,-0.532937197
0.0033368,-0.57118903
0.003337,-0.600440532
0.0033372,-0.620228289
0.0033374,-0.630238047
0.0033376,-0.630309703
0.0033378,-0.620439866
0.003338,-0.600781949
0.0033382,-0.571643779
0.0033384,-0.533482781
0.0033386,-0.486898798
0.0033388,-0.432624658
0.003339,-0.37151465
0.0033392,-0.304531075
0.0033394,-0.232729095
0.0033396,-0.157240107
0.0033398,-0.0792539198
0.00334,-2.40466818e-13
0.0033402,0.0792719124
0.0033404,0.157311509
0.0033406,0.232887636
0.0033408,0.304807713
0.003341,0.371936556
0.0033412,0.43321429
0.0033414,0.48767309
0.0033416,0.53445246
0.0033418,0.572812834
0.003342,0.602147265
0.0033422,0.621991031
0.0033424,0.632028997
0.0033426,0.632100615
0.0033428,0.622202498
0.003343,0.602488505
0.0033432,0.573267348
0.0033434,0.534997762
0.0033436,0.488281304
0.0033438,0.433852892
0.003344,0.372569249
0.0033442,0.305395416
0.0033444,0.233389553
0.0033446,0.157686276
0.0033448,0.0794787728
0.003345,3.2008763e-13
0.0033452,-0.0794967559
0.0033454,-0.157757641
0.0033456,-0.233548011
0.0033458,-0.305671908
0.003346,-0.372990933
0.0033462,-0.434442214
0.0033464,-0.489055189
0.0033466,-0.535966931
0.0033468,-0.574435787
0.003347,-0.603853102
0.0033472,-0.623752846
0.0033474,-0.633819004
0.0033476,-0.633890584
0.0033478,-0.623964201
0.003348,-0.604194159
0.0033482,-0.574890058
0.0033484,-0.536511941
0.0033486,-0.489663077
0.0033488,-0.435080474
0.003349,-0.373623288
0.0033492,-0.306259296
0.0033494,-0.234049659
0.0033496,-0.158132207
0.0033498,-0.0797035055
0.00335,-1.10933096e-13
0.0033502,0.0797214789
0.0033504,0.158203533
0.0033506,0.234208031
0.0033508,0.306535638
0.003351,0.374044742
0.0033512,0.435669476
0.0033514,0.490436541
0.0033516,0.537480582
0.0033518,0.576057861
0.003352,0.605558013
0.0033522,0.625513705
0.0033524,0.635608038
0.0033526,0.635679578
0.0033528,0.625724943
0.003353,0.605898882
0.0033532,0.576511881
0.0033534,0.538025291
